6.777012934471841277e+01,1.000000000000000000e+00,6.627412496609233017e+01,9.989999999999999991e-01,6.339384976604083022e+01,1.000000000000000000e+00,6.472129495918211717e+01,1.000000000000000000e+00
6.777012934471841277e+01,1.000000000000000000e+00,6.627412496609233017e+01,9.989999999999999991e-01,6.339384976604083022e+01,1.000000000000000000e+00,6.472129495918211717e+01,1.000000000000000000e+00
7.250621708295430778e+01,9.989999999999999991e-01,7.089437973117382796e+01,9.979999999999999982e-01,7.170218272250843938e+01,9.989999999999999991e-01,6.472129495918211717e+01,1.000000000000000000e+00
7.250621708295430778e+01,9.989999999999999991e-01,7.089437973117382796e+01,9.979999999999999982e-01,7.170218272250843938e+01,9.989999999999999991e-01,7.360926549518124773e+01,9.989999999999999991e-01
7.802767602229288002e+01,9.979999999999999982e-01,7.353670314816484677e+01,9.969999999999999973e-01,7.827281631570367892e+01,9.959999999999999964e-01,7.360926549518124773e+01,9.989999999999999991e-01
8.020025262258985776e+01,9.969999999999999973e-01,7.708014579408724387e+01,9.959999999999999964e-01,8.232771785951413790e+01,9.909999999999999920e-01,7.811782747248804526e+01,9.969999999999999973e-01
8.218571814155431809e+01,9.959999999999999964e-01,7.936800441159893182e+01,9.939999999999999947e-01,8.601754283027200643e+01,9.879999999999999893e-01,8.181150393792343323e+01,9.949999999999999956e-01
8.518058372913395715e+01,9.909999999999999920e-01,8.034016829661689485e+01,9.919999999999999929e-01,9.001029758916679668e+01,9.849999999999999867e-01,8.380076866599692664e+01,9.919999999999999929e-01
8.864335816634684306e+01,9.879999999999999893e-01,8.238634049454277886e+01,9.899999999999999911e-01,9.417021718493126059e+01,9.799999999999999822e-01,8.829762855952270684e+01,9.869999999999999885e-01
9.117099974563193143e+01,9.869999999999999885e-01,8.617349053660043978e+01,9.889999999999999902e-01,9.827480194165373462e+01,9.739999999999999769e-01,8.920705372308292169e+01,9.859999999999999876e-01
9.335535379903060971e+01,9.839999999999999858e-01,8.731033203712263457e+01,9.879999999999999893e-01,1.025919215671980993e+02,9.679999999999999716e-01,9.519593398724117606e+01,9.809999999999999831e-01
9.558230003537165942e+01,9.799999999999999822e-01,8.947538017170214175e+01,9.869999999999999885e-01,1.066627496078889408e+02,9.609999999999999654e-01,9.751424767204163402e+01,9.779999999999999805e-01
9.977263938206570515e+01,9.749999999999999778e-01,9.386651858457555875e+01,9.819999999999999840e-01,1.114032006421490451e+02,9.569999999999999618e-01,1.016291729020847043e+02,9.709999999999999742e-01
1.029227381385958182e+02,9.659999999999999698e-01,9.658408841885751883e+01,9.749999999999999778e-01,1.166441980944060930e+02,9.489999999999999547e-01,1.047997728181755406e+02,9.669999999999999707e-01
1.058042861010751494e+02,9.589999999999999636e-01,9.948033840778538206e+01,9.669999999999999707e-01,1.225788526143070527e+02,9.410000000000000586e-01,1.085033233328934159e+02,9.649999999999999689e-01
1.095649607964739829e+02,9.499999999999999556e-01,1.023541334759609640e+02,9.639999999999999680e-01,1.279487861401533166e+02,9.220000000000000417e-01,1.132773403958236713e+02,9.579999999999999627e-01
1.129625123086444773e+02,9.370000000000000551e-01,1.043014411393735372e+02,9.569999999999999618e-01,1.338541124633561594e+02,9.110000000000000320e-01,1.172979407770463354e+02,9.509999999999999565e-01
1.164146775383786832e+02,9.260000000000000453e-01,1.081850542488316194e+02,9.529999999999999583e-01,1.395450546162948910e+02,8.960000000000000187e-01,1.204437445153557036e+02,9.459999999999999520e-01
1.196717533800631088e+02,9.200000000000000400e-01,1.114806387495550837e+02,9.449999999999999512e-01,1.455153664748302731e+02,8.900000000000000133e-01,1.257354166270032323e+02,9.370000000000000551e-01
1.238219469144438136e+02,9.100000000000000311e-01,1.142649723864601583e+02,9.399999999999999467e-01,1.523197220521476254e+02,8.760000000000000009e-01,1.299007194452873080e+02,9.310000000000000497e-01
1.272502675412314943e+02,8.980000000000000204e-01,1.177395188143962201e+02,9.280000000000000471e-01,1.593265943880752502e+02,8.579999999999999849e-01,1.351791454533478429e+02,9.200000000000000400e-01
1.314224674386329355e+02,8.880000000000000115e-01,1.210883342508255112e+02,9.150000000000000355e-01,1.665499019032261288e+02,8.419999999999999707e-01,1.400618670034141360e+02,9.070000000000000284e-01
1.348963292513941781e+02,8.709999999999999964e-01,1.244470679680774055e+02,9.080000000000000293e-01,1.742255104821523730e+02,8.289999999999999591e-01,1.441531731654175132e+02,8.990000000000000213e-01
1.397528427709228538e+02,8.569999999999999840e-01,1.277137944080287610e+02,8.940000000000000169e-01,1.821335654923441894e+02,8.069999999999999396e-01,1.499320292363395026e+02,8.830000000000000071e-01
1.439933236798816836e+02,8.369999999999999662e-01,1.320276589405330014e+02,8.719999999999999973e-01,1.884413440813873706e+02,7.969999999999999307e-01,1.550371221802054436e+02,8.719999999999999973e-01
1.482544449163169418e+02,8.169999999999999485e-01,1.357825177743154654e+02,8.469999999999999751e-01,1.987586076999608622e+02,7.770000000000000240e-01,1.605106503057064629e+02,8.659999999999999920e-01
1.529502541936426212e+02,7.960000000000000409e-01,1.391483784217768971e+02,8.349999999999999645e-01,2.078132387853559351e+02,7.520000000000000018e-01,1.668079726160487155e+02,8.509999999999999787e-01
1.576626475919632071e+02,7.740000000000000213e-01,1.436760385108802041e+02,8.209999999999999520e-01,2.165570861872785429e+02,7.349999999999999867e-01,1.727270875948827324e+02,8.269999999999999574e-01
1.620118888820237544e+02,7.570000000000000062e-01,1.473130010580261740e+02,8.060000000000000497e-01,2.269098354623692728e+02,7.179999999999999716e-01,1.788367288996902573e+02,8.120000000000000551e-01
1.673400259281617082e+02,7.299999999999999822e-01,1.514770739707574307e+02,7.860000000000000320e-01,2.366100671499938244e+02,6.879999999999999449e-01,1.854776041618495412e+02,7.980000000000000426e-01
1.725351397952512400e+02,7.099999999999999645e-01,1.559440619396506236e+02,7.620000000000000107e-01,2.478105078419318659e+02,6.659999999999999254e-01,1.921052615878896006e+02,7.770000000000000240e-01
1.767508528539219128e+02,6.930000000000000604e-01,1.607294763806148694e+02,7.329999999999999849e-01,2.580066408759067258e+02,6.490000000000000213e-01,1.988701245057046663e+02,7.590000000000000080e-01
1.828719955868754141e+02,6.710000000000000409e-01,1.654186236971135600e+02,7.090000000000000746e-01,2.704413819994397272e+02,6.320000000000000062e-01,2.060950681608993591e+02,7.500000000000000000e-01
1.888777095905313388e+02,6.470000000000000195e-01,1.700356081108467947e+02,6.879999999999999449e-01,2.822240175719870194e+02,6.139999999999999902e-01,2.134074221670640270e+02,7.389999999999999902e-01
1.944792526230744159e+02,6.229999999999999982e-01,1.746995091013561137e+02,6.630000000000000338e-01,2.952366304324772273e+02,5.959999999999999742e-01,2.210447795775582733e+02,7.209999999999999742e-01
2.006490849532759171e+02,5.979999999999999760e-01,1.799774570513804690e+02,6.430000000000000160e-01,3.078081262410430554e+02,5.749999999999999556e-01,2.287936834319407353e+02,6.950000000000000622e-01
2.067991331462998801e+02,5.800000000000000711e-01,1.847568152731713838e+02,6.270000000000000018e-01,3.221212575002377321e+02,5.489999999999999325e-01,2.365730471150576477e+02,6.850000000000000533e-01
2.121515013746939076e+02,5.600000000000000533e-01,1.898817879443764127e+02,6.139999999999999902e-01,3.371501832477666198e+02,5.290000000000000258e-01,2.444081371693034441e+02,6.730000000000000426e-01
2.195995616755856474e+02,5.409999999999999254e-01,1.957997236454826577e+02,5.880000000000000782e-01,3.520160080763400856e+02,5.080000000000000071e-01,2.531316716235471063e+02,6.510000000000000231e-01
2.264207798387290325e+02,5.250000000000000222e-01,2.014707341337845889e+02,5.629999999999999449e-01,3.679988401188198850e+02,4.819999999999999840e-01,2.628397697289491930e+02,6.229999999999999982e-01
2.333096993459742237e+02,5.080000000000000071e-01,2.071358803630775185e+02,5.389999999999999236e-01,3.832977978652718321e+02,4.659999999999999698e-01,2.718770782129068380e+02,6.069999999999999840e-01
2.393485648625013482e+02,4.859999999999999876e-01,2.122242193957785901e+02,5.210000000000000187e-01,4.018812292551124870e+02,4.439999999999999503e-01,2.824839002620624342e+02,5.869999999999999662e-01
2.473520913187961980e+02,4.579999999999999627e-01,2.190757360602709980e+02,5.010000000000000009e-01,4.183405144867251124e+02,4.240000000000000435e-01,2.927371312765775428e+02,5.580000000000000515e-01
2.553407955122829094e+02,4.340000000000000524e-01,2.253206599871504636e+02,4.749999999999999778e-01,4.373563943466531896e+02,4.100000000000000311e-01,3.031744035504296448e+02,5.409999999999999254e-01
2.621123076428263516e+02,4.140000000000000346e-01,2.316168554961782604e+02,4.569999999999999618e-01,4.577925640678562331e+02,3.960000000000000187e-01,3.139969819530352311e+02,5.090000000000000080e-01
2.710450385359974916e+02,3.990000000000000213e-01,2.385907067093909291e+02,4.419999999999999485e-01,4.789388812601906125e+02,3.739999999999999991e-01,3.252775155561678844e+02,4.849999999999999867e-01
2.787372849621083333e+02,3.840000000000000080e-01,2.453776087558207450e+02,4.210000000000000409e-01,4.998343089619608008e+02,3.579999999999999849e-01,3.364563002009974184e+02,4.649999999999999689e-01
2.879719569178612346e+02,3.629999999999999893e-01,2.524198738691115977e+02,4.020000000000000240e-01,5.203012536850533252e+02,3.479999999999999760e-01,3.472259317756057726e+02,4.509999999999999565e-01
2.968720996027524279e+02,3.489999999999999769e-01,2.594351755071249386e+02,3.880000000000000115e-01,5.450288768353785827e+02,3.359999999999999654e-01,3.612216283068389089e+02,4.320000000000000506e-01
3.060246750781229821e+02,3.299999999999999600e-01,2.670296545140967055e+02,3.719999999999999973e-01,5.714659747643942183e+02,3.229999999999999538e-01,3.737101708799738162e+02,4.100000000000000311e-01
3.151860218984333528e+02,3.070000000000000506e-01,2.746583359246533291e+02,3.529999999999999805e-01,5.948684661837945669e+02,3.120000000000000551e-01,3.874913819248923801e+02,3.890000000000000124e-01
3.251402665265620158e+02,2.950000000000000400e-01,2.820296080683233413e+02,3.409999999999999698e-01,6.225636266620959987e+02,3.020000000000000462e-01,4.011843840759111117e+02,3.770000000000000018e-01
3.346320311849115683e+02,2.830000000000000293e-01,2.905625165775675214e+02,3.209999999999999520e-01,6.512593656800368080e+02,2.810000000000000275e-01,4.148336411906822150e+02,3.619999999999999885e-01
3.445970881317454655e+02,2.710000000000000187e-01,2.985509435894578019e+02,3.090000000000000524e-01,6.774286863404289534e+02,2.660000000000000142e-01,4.293901858825493036e+02,3.539999999999999813e-01
3.539880784402089944e+02,2.550000000000000044e-01,3.072971166433892449e+02,2.970000000000000417e-01,7.090605120888329793e+02,2.500000000000000000e-01,4.447134645554129406e+02,3.349999999999999645e-01
3.659855833771266589e+02,2.449999999999999956e-01,3.157074946964324909e+02,2.830000000000000293e-01,7.435181962075093907e+02,2.369999999999999885e-01,4.619801884390365103e+02,3.159999999999999476e-01
3.779298113903037120e+02,2.289999999999999813e-01,3.247925636639425875e+02,2.690000000000000169e-01,7.767382570446354748e+02,2.189999999999999725e-01,4.777467479214903392e+02,3.020000000000000462e-01
3.882789238222668473e+02,2.199999999999999734e-01,3.330863206009724991e+02,2.550000000000000044e-01,8.108459154269548890e+02,2.119999999999999662e-01,4.944416700159960669e+02,2.860000000000000320e-01
4.006162625770754744e+02,2.049999999999999600e-01,3.436079961878595554e+02,2.439999999999999947e-01,8.464561838470726798e+02,2.019999999999999574e-01,5.113081794396147757e+02,2.710000000000000187e-01
4.105025695472591565e+02,1.949999999999999512e-01,3.531776921837999907e+02,2.339999999999999858e-01,8.811528348030866482e+02,1.919999999999999485e-01,5.314712558741821340e+02,2.600000000000000089e-01
4.261178761925363006e+02,1.840000000000000524e-01,3.636131764756705707e+02,2.229999999999999760e-01,9.203396257452668578e+02,1.830000000000000515e-01,5.498980634302441786e+02,2.409999999999999920e-01
4.391401575199686249e+02,1.700000000000000400e-01,3.735078142611849898e+02,2.109999999999999654e-01,9.553347236449349111e+02,1.780000000000000471e-01,5.645748852039916983e+02,2.299999999999999822e-01
4.502602849360365553e+02,1.650000000000000355e-01,3.839477283014344380e+02,1.969999999999999529e-01,1.003987015800418362e+03,1.690000000000000391e-01,5.850957530564946865e+02,2.209999999999999742e-01
4.666076526314387820e+02,1.550000000000000266e-01,3.953021738294066267e+02,1.889999999999999458e-01,1.048245257129910897e+03,1.620000000000000329e-01,6.109996524510033851e+02,2.069999999999999618e-01
4.776211917098389108e+02,1.480000000000000204e-01,4.066571600926390033e+02,1.770000000000000462e-01,1.104146008888695860e+03,1.540000000000000258e-01,6.322255420030556934e+02,1.959999999999999520e-01
4.943501451392115200e+02,1.400000000000000133e-01,4.160994896784141019e+02,1.690000000000000391e-01,1.145265852641495030e+03,1.470000000000000195e-01,6.539574311527057944e+02,1.790000000000000480e-01
5.111015018145830027e+02,1.320000000000000062e-01,4.300228565354849479e+02,1.660000000000000364e-01,1.204271648794209341e+03,1.420000000000000151e-01,6.751974058352653856e+02,1.650000000000000355e-01
5.258631899213586394e+02,1.260000000000000009e-01,4.431072869640769341e+02,1.590000000000000302e-01,1.255067249849201744e+03,1.380000000000000115e-01,7.029256728545902888e+02,1.530000000000000249e-01
5.362406742361886245e+02,1.209999999999999964e-01,4.549850345005824011e+02,1.520000000000000240e-01,1.280007107284586482e+03,1.330000000000000071e-01,7.245326409726588963e+02,1.420000000000000151e-01
5.584112212173637317e+02,1.149999999999999911e-01,4.665522432733884557e+02,1.470000000000000195e-01,1.376932006587107480e+03,1.290000000000000036e-01,7.546241584867641450e+02,1.280000000000000027e-01
5.734970849556053736e+02,1.069999999999999840e-01,4.821434127928624207e+02,1.330000000000000071e-01,1.433716718796803889e+03,1.250000000000000000e-01,7.802884243907971040e+02,1.179999999999999938e-01
5.900177489346700668e+02,9.799999999999997602e-02,4.935286707947689138e+02,1.280000000000000027e-01,1.495697542288287423e+03,1.189999999999999947e-01,8.042703358642905869e+02,1.129999999999999893e-01
5.955382080626293373e+02,9.699999999999997513e-02,5.100846499053772618e+02,1.239999999999999991e-01,1.565736830516538930e+03,1.099999999999999867e-01,8.364585068213020804e+02,1.039999999999999813e-01
6.299777621375328636e+02,9.099999999999996980e-02,5.211955820547885878e+02,1.219999999999999973e-01,1.626186121834779442e+03,1.029999999999999805e-01,8.641745993566712514e+02,9.199999999999997069e-02
6.445755196773485522e+02,8.599999999999996536e-02,5.330897392885036652e+02,1.179999999999999938e-01,1.707508435862178430e+03,9.799999999999997602e-02,9.000804731287357754e+02,8.799999999999996714e-02
6.687208477113498475e+02,7.599999999999995648e-02,5.553304246812035672e+02,1.109999999999999876e-01,1.787585403739529966e+03,9.499999999999997335e-02,9.310381426411282746e+02,8.499999999999996447e-02
6.837881049744991060e+02,7.199999999999995293e-02,5.692583668875182639e+02,1.029999999999999805e-01,1.867708742335523311e+03,8.999999999999996891e-02,9.649034479131920534e+02,7.799999999999995826e-02
7.104319738533187092e+02,6.699999999999994849e-02,5.823016316503698135e+02,9.999999999999997780e-02,1.954056374594830686e+03,8.199999999999996181e-02,9.986134166297717911e+02,6.999999999999995115e-02
7.297112885604900612e+02,6.100000000000005418e-02,6.031361215568657599e+02,9.499999999999997335e-02,2.043871521005203022e+03,7.999999999999996003e-02,1.030718959294674050e+03,6.599999999999994760e-02
7.554041242031387355e+02,5.700000000000005063e-02,6.151493606725479140e+02,9.299999999999997158e-02,2.132387437996705557e+03,7.799999999999995826e-02,1.069747421997222091e+03,6.000000000000005329e-02
7.619094120813143718e+02,5.600000000000004974e-02,6.383288292640467034e+02,9.099999999999996980e-02,2.181352803314044195e+03,7.699999999999995737e-02,1.100772422304357178e+03,5.500000000000004885e-02
7.936850769407058124e+02,5.400000000000004796e-02,6.521530589410631364e+02,8.499999999999996447e-02,2.252141494992497883e+03,7.499999999999995559e-02,1.149904961865528321e+03,5.100000000000004530e-02
8.276233182831639397e+02,4.800000000000004263e-02,6.753478851583338383e+02,8.099999999999996092e-02,2.421733011762668866e+03,6.899999999999995026e-02,1.186411285884908466e+03,4.700000000000004174e-02
8.509055386440295479e+02,4.600000000000004086e-02,6.951295832308512672e+02,7.299999999999995381e-02,2.522580236417978540e+03,6.399999999999994582e-02,1.186411285884908466e+03,4.700000000000004174e-02
8.714916356260980592e+02,4.400000000000003908e-02,7.151493428527926426e+02,6.599999999999994760e-02,2.643593806618056988e+03,5.800000000000005151e-02,1.186411285884908466e+03,4.700000000000004174e-02
9.045021793735317033e+02,4.000000000000003553e-02,7.347728277955488920e+02,6.399999999999994582e-02,2.714837606268243690e+03,5.600000000000004974e-02,1.186411285884908466e+03,4.700000000000004174e-02
9.232647954856514616e+02,3.900000000000003464e-02,7.557612858568045340e+02,6.000000000000005329e-02,2.872448696226535048e+03,5.400000000000004796e-02,1.362408057182304674e+03,4.300000000000003819e-02
9.451928861500682615e+02,3.700000000000003286e-02,7.671342421271202738e+02,5.800000000000005151e-02,2.927088182597514788e+03,5.300000000000004707e-02,1.418251183855562431e+03,3.900000000000003464e-02
9.451928861500682615e+02,3.700000000000003286e-02,7.907384097315302824e+02,5.500000000000004885e-02,3.138812305598762123e+03,5.200000000000004619e-02,1.470344984168099018e+03,3.800000000000003375e-02
1.020844200268457485e+03,3.300000000000002931e-02,8.168997416071696307e+02,5.000000000000004441e-02,3.303814359907345533e+03,5.100000000000004530e-02,1.512563155037719071e+03,3.500000000000003109e-02
1.051857213504986930e+03,3.100000000000002753e-02,8.421143871051971246e+02,4.800000000000004263e-02,3.466122425001066404e+03,4.500000000000003997e-02,1.537934803242243561e+03,3.400000000000003020e-02
1.076394402042598813e+03,2.800000000000002487e-02,8.700403238511105428e+02,4.700000000000004174e-02,3.604600488690731709e+03,4.200000000000003730e-02,1.623217509616668849e+03,3.100000000000002753e-02
1.096511819446624031e+03,2.700000000000002398e-02,8.902540512239590953e+02,4.000000000000003553e-02,3.604600488690731709e+03,4.200000000000003730e-02,1.623217509616668849e+03,3.100000000000002753e-02
1.150602465785199229e+03,2.500000000000002220e-02,9.023743328091690046e+02,3.900000000000003464e-02,3.604600488690731709e+03,4.200000000000003730e-02,1.730727002197458205e+03,2.900000000000002576e-02
1.150602465785199229e+03,2.500000000000002220e-02,9.339558522232991891e+02,3.800000000000003375e-02,4.122565728508679967e+03,4.000000000000003553e-02,1.815287800155540481e+03,2.500000000000002220e-02
1.218804477804464113e+03,2.400000000000002132e-02,9.540589990316859712e+02,3.700000000000003286e-02,4.310853802891952000e+03,3.800000000000003375e-02,1.876570576287170070e+03,2.400000000000002132e-02
1.258272204169587212e+03,2.100000000000001865e-02,9.540589990316859712e+02,3.700000000000003286e-02,4.480011958162915107e+03,3.500000000000003109e-02,1.931403654599440870e+03,2.200000000000001954e-02
1.300287539590260621e+03,1.900000000000001688e-02,1.011594934124834367e+03,3.600000000000003197e-02,4.640885911065774053e+03,3.300000000000002931e-02,1.983004636919578616e+03,1.800000000000001599e-02
1.320070731130082095e+03,1.700000000000001510e-02,1.058552694466276989e+03,3.300000000000002931e-02,4.806887802343393560e+03,3.200000000000002842e-02,2.028878651155249145e+03,1.700000000000001510e-02
1.341735980163799923e+03,1.600000000000001421e-02,1.076909972855959040e+03,3.100000000000002753e-02,5.041392276263500207e+03,3.100000000000002753e-02,2.090208990766890111e+03,1.600000000000001421e-02
